Date,High,Low
1999/01/04,18.2,18.2
1999/01/05,29.69,29.69
1999/01/06,25.17,25.17
1999/01/07,32.52,32.52
1999/01/08,33.23,33.23
1999/01/11,36.84,36.84
1999/01/12,37.57,37.57
1999/01/13,39.74,39.74
1999/01/14,39.14,39.14
1999/01/15,38.67,38.67
1999/01/19,38.79,38.79
1999/01/20,35.55,35.55
1999/01/21,36.92,36.92
1999/01/22,39.94,39.94
1999/01/25,40.7,40.7
1999/01/26,42.75,42.75
1999/01/27,41.76,41.76
1999/01/28,39.15,39.15
1999/01/29,37.61,37.61
1999/02/01,37.03,37.03
1999/02/02,38.61,38.61
1999/02/03,39.96,39.96
1999/02/04,38.79,38.79
1999/02/05,37.81,37.81
1999/02/08,38.77,38.77
1999/02/09,39.55,39.55
1999/02/10,40.3,40.3
1999/02/11,37.83,37.83
1999/02/12,36.06,36.06
1999/02/16,36.01,36.01
1999/02/17,36.69,36.69
1999/02/18,35.56,35.56
1999/02/19,33.91,33.91
1999/02/22,32.09,32.09
1999/02/23,31.26,31.26
1999/02/24,30.78,30.78
1999/02/25,31.78,31.78
1999/02/26,30.8,30.8
1999/03/01,32.46,32.46
1999/03/02,32.03,32.03
1999/03/03,31.93,31.93
1999/03/04,30.88,30.88
1999/03/05,29.26,29.26
1999/03/08,29.86,29.86
1999/03/09,28.96,28.96
1999/03/10,27.95,27.95
1999/03/11,27.06,27.06
1999/03/12,26.98,26.98
1999/03/15,27.77,27.77
1999/03/16,27.49,27.49
1999/03/17,28.16,28.16
1999/03/18,28.17,28.17
1999/03/19,26.99,26.99
1999/03/22,27.14,27.14
1999/03/23,28.84,28.84
1999/03/24,29.9,29.9
1999/03/25,28.05,28.05
1999/03/26,28.57,28.57
1999/03/29,27.32,27.32
1999/03/30,27.23,27.23
1999/03/31,25.25,25.25
1999/04/01,24.61,24.61
1999/04/05,24.61,24.61
1999/04/06,24.61,24.61
1999/04/07,25.03,25.03
1999/04/08,24.91,24.91
1999/04/09,24.38,24.38
1999/04/12,25.29,25.29
1999/04/13,24.4,24.4
1999/04/14,25.47,25.47
1999/04/15,26.58,26.58
1999/04/16,25.74,25.74
1999/04/19,25.09,25.09
1999/04/20,26.79,26.79
1999/04/21,25.77,25.77
1999/04/22,25.25,25.25
1999/04/23,25.24,25.24
1999/04/26,25.78,25.78
1999/04/27,24.32,24.32
1999/04/28,24.47,24.47
1999/04/29,24.78,24.78
1999/04/30,23.74,23.74
1999/05/03,24.1,24.1
1999/05/04,24.47,24.47
1999/05/05,25.65,25.65
1999/05/06,26.95,26.95
1999/05/07,27.08,27.08
1999/05/10,27.31,27.31
1999/05/11,26.56,26.56
1999/05/12,27.59,27.59
1999/05/13,27.59,27.59
1999/05/14,28.31,28.31
1999/05/17,30.53,30.53
1999/05/18,30.83,30.83
1999/05/19,28.18,28.18
1999/05/20,25.34,25.34
1999/05/21,23.45,23.45
1999/05/24,23.45,23.45
1999/05/25,26.62,26.62
1999/05/26,26.66,26.66
1999/05/27,27.25,27.25
1999/05/28,25.57,25.57
1999/06/01,25.16,25.16
1999/06/02,25.21,25.21
1999/06/03,25.64,25.64
1999/06/04,23.38,23.38
1999/06/07,23.24,23.24
1999/06/08,23.13,23.13
1999/06/09,22.64,22.64
1999/06/10,23.46,23.46
1999/06/11,22.42,22.42
1999/06/14,23.37,23.37
1999/06/15,23.09,23.09
1999/06/16,21.77,21.77
1999/06/17,20.89,20.89
1999/06/18,21.1,21.1
1999/06/21,20.65,20.65
1999/06/22,21.02,21.02
1999/06/23,22.19,22.19
1999/06/24,22.78,22.78
1999/06/25,22.33,22.33
1999/06/28,23.05,23.05
1999/06/29,23.15,23.15
1999/06/30,23.34,23.34
1999/07/01,21.63,21.63
1999/07/02,20.42,20.42
1999/07/06,20.61,20.61
1999/07/07,21.32,21.32
1999/07/08,21.47,21.47
1999/07/09,20.73,20.73
1999/07/12,21.04,21.04
1999/07/13,22.48,22.48
1999/07/14,22.54,22.54
1999/07/15,20.11,20.11
1999/07/16,19.77,19.77
1999/07/19,19.92,19.92
1999/07/20,21.83,21.83
1999/07/21,24.26,24.26
1999/07/22,25.29,25.29
1999/07/23,25.62,25.62
1999/07/26,28.26,28.26
1999/07/27,27.44,27.44
1999/07/28,26.34,26.34
1999/07/29,28,28
1999/07/30,26.9,26.9
1999/08/02,28.07,28.07
1999/08/03,28.85,28.85
1999/08/04,29.65,29.65
1999/08/05,32.88,32.88
1999/08/06,32.15,32.15
1999/08/09,31.38,31.38
1999/08/10,32.7,32.7
1999/08/11,32.48,32.48
1999/08/12,29.41,29.41
1999/08/13,26.01,26.01
1999/08/16,26.97,26.97
1999/08/17,26.18,26.18
1999/08/18,26.7,26.7
1999/08/19,27.3,27.3
1999/08/20,25.81,25.81
1999/08/23,24.63,24.63
1999/08/24,24.99,24.99
1999/08/25,23.07,23.07
1999/08/26,22.78,22.78
1999/08/27,22.31,22.31
1999/08/30,23.23,23.23
1999/08/31,24.96,24.96
1999/09/01,24.47,24.47
1999/09/02,25.84,25.84
1999/09/03,23.04,23.04
1999/09/07,23.04,23.04
1999/09/08,23.09,23.09
1999/09/09,22.22,22.22
1999/09/10,21.64,21.64
1999/09/13,22.72,22.72
1999/09/14,23.62,23.62
1999/09/15,24.72,24.72
1999/09/16,25.13,25.13
1999/09/17,23.84,23.84
1999/09/20,23.8,23.8
1999/09/21,25.4,25.4
1999/09/22,25.82,25.82
1999/09/23,25.03,25.03
1999/09/24,27.13,27.13
1999/09/27,26.3,26.3
1999/09/28,26.91,26.91
1999/09/29,27.85,27.85
1999/09/30,27.85,27.85
1999/10/01,27.87,27.87
1999/10/04,26.59,26.59
1999/10/05,26.32,26.32
1999/10/06,25.28,25.28
1999/10/07,23.5,23.5
1999/10/08,23.17,23.17
1999/10/11,22.68,22.68
1999/10/12,23.47,23.47
1999/10/13,24.71,24.71
1999/10/14,24.01,24.01
1999/10/15,27.18,27.18
1999/10/18,29.43,29.43
1999/10/19,26,26
1999/10/20,25.49,25.49
1999/10/21,25.95,25.95
1999/10/22,23.4,23.4
1999/10/25,25.27,25.27
1999/10/26,24.37,24.37
1999/10/27,24.76,24.76
1999/10/28,22.01,22.01
1999/10/29,21.94,21.94
1999/11/01,21.86,21.86
1999/11/02,22.04,22.04
1999/11/03,22.35,22.35
1999/11/04,21.81,21.81
1999/11/05,20.89,20.89
1999/11/08,21.33,21.33
1999/11/09,21.27,21.27
1999/11/10,21.22,21.22
1999/11/11,20.95,20.95
1999/11/12,20.78,20.78
1999/11/15,21.61,21.61
1999/11/16,21.11,21.11
1999/11/17,21.27,21.27
1999/11/18,20.51,20.51
1999/11/19,20.15,20.15
1999/11/22,22.5,22.5
1999/11/23,22.82,22.82
1999/11/24,22.8,22.8
1999/11/26,22,22
1999/11/29,23.06,23.06
1999/11/30,23.4,23.4
1999/12/01,23.67,23.67
1999/12/02,23.54,23.54
1999/12/03,22.42,22.42
1999/12/06,22.95,22.95
1999/12/07,23.69,23.69
1999/12/08,23.6,23.6
1999/12/09,23.95,23.95
1999/12/10,25.19,25.19
1999/12/13,25.81,25.81
1999/12/14,26.7,26.7
1999/12/15,28.23,28.23
1999/12/16,29.6,29.6
1999/12/17,29.43,29.43
1999/12/20,28.93,28.93
1999/12/21,29.42,29.42
1999/12/22,28.42,28.42
1999/12/23,29,29
1999/12/27,31.99,31.99
1999/12/28,31.87,31.87
1999/12/29,31.52,31.52
1999/12/30,31.1,31.1
1999/12/31,31.1,31.1
2000/01/03,30.98,30.98
2000/01/04,33.22,33.22
2000/01/05,32.59,32.59
2000/01/06,31.18,31.18
2000/01/07,27.44,27.44
2000/01/10,27.37,27.37
2000/01/11,27.96,27.96
2000/01/12,28.61,28.61
2000/01/13,28.05,28.05
2000/01/14,25.48,25.48
2000/01/18,27.78,27.78
2000/01/19,28.13,28.13
2000/01/20,27.76,27.76
2000/01/21,28.2,28.2
2000/01/24,28.66,28.66
2000/01/25,30.02,30.02
2000/01/26,29.43,29.43
2000/01/27,28.06,28.06
2000/01/28,29.02,29.02
2000/01/31,31.97,31.97
2000/02/01,30.12,30.12
2000/02/02,29.5,29.5
2000/02/03,28.93,28.93
2000/02/04,28.63,28.63
2000/02/07,29.94,29.94
2000/02/08,28.57,28.57
2000/02/09,29.51,29.51
2000/02/10,30.13,30.13
2000/02/11,29.18,29.18
2000/02/14,32.92,32.92
2000/02/15,33.99,33.99
2000/02/16,32.56,32.56
2000/02/17,30.92,30.92
2000/02/18,30.31,30.31
2000/02/22,30.77,30.77
2000/02/23,29.6,29.6
2000/02/24,29.51,29.51
2000/02/25,27.09,27.09
2000/02/28,29.09,29.09
2000/02/29,28.78,28.78
2000/03/01,27.68,27.68
2000/03/02,24.73,24.73
2000/03/03,27.52,27.52
2000/03/06,27.73,27.73
2000/03/07,28.46,28.46
2000/03/08,29.51,29.51
2000/03/09,29.3,29.3
2000/03/10,28.23,28.23
2000/03/13,31.14,31.14
2000/03/14,30.9,30.9
2000/03/15,31.51,31.51
2000/03/16,31.45,31.45
2000/03/17,31.09,31.09
2000/03/20,29.54,29.54
2000/03/21,29.12,29.12
2000/03/22,28.93,28.93
2000/03/23,28.53,28.53
2000/03/24,27.02,27.02
2000/03/27,27.06,27.06
2000/03/28,26.43,26.43
2000/03/29,25.46,25.46
2000/03/30,27.79,27.79
2000/03/31,27.24,27.24
2000/04/03,28.18,28.18
2000/04/04,27.82,27.82
2000/04/05,32.07,32.07
2000/04/06,28.78,28.78
2000/04/07,26.63,26.63
2000/04/10,26.94,26.94
2000/04/11,28.14,28.14
2000/04/12,27.64,27.64
2000/04/13,27.86,27.86
2000/04/14,28.41,28.41
2000/04/17,30.78,30.78
2000/04/18,30.28,30.28
2000/04/19,28.22,28.22
2000/04/20,27.23,27.23
2000/04/24,27.23,27.23
2000/04/25,28.31,28.31
2000/04/26,28.29,28.29
2000/04/27,29.99,29.99
2000/04/28,28.13,28.13
2000/05/01,28.13,28.13
2000/05/02,28.71,28.71
2000/05/03,29.89,29.89
2000/05/04,29.57,29.57
2000/05/05,28.2,28.2
2000/05/08,28.75,28.75
2000/05/09,29.29,29.29
2000/05/10,30.02,30.02
2000/05/11,27.73,27.73
2000/05/12,27.06,27.06
2000/05/15,28.18,28.18
2000/05/16,26.82,26.82
2000/05/17,27.25,27.25
2000/05/18,26.29,26.29
2000/05/19,28.53,28.53
2000/05/22,29.7,29.7
2000/05/23,28.74,28.74
2000/05/24,28.86,28.86
2000/05/25,27.36,27.36
2000/05/26,26.78,26.78
2000/05/30,25.63,25.63
2000/05/31,25.26,25.26
2000/06/01,24.14,24.14
2000/06/02,22.76,22.76
2000/06/05,23.45,23.45
2000/06/06,24.16,24.16
2000/06/07,24.37,24.37
2000/06/08,24.11,24.11
2000/06/09,24.31,24.31
2000/06/12,24.57,24.57
2000/06/13,24.18,24.18
2000/06/14,23.23,23.23
2000/06/15,24.12,24.12
2000/06/16,23.55,23.55
2000/06/19,23.08,23.08
2000/06/20,22.31,22.31
2000/06/21,22.71,22.71
2000/06/22,22.71,22.71
2000/06/23,22.61,22.61
2000/06/26,22.82,22.82
2000/06/27,22.79,22.79
2000/06/28,22.27,22.27
2000/06/29,23.57,23.57
2000/06/30,22.42,22.42
2000/07/03,22.65,22.65
2000/07/05,22.61,22.61
2000/07/06,22.45,22.45
2000/07/07,21.47,21.47
2000/07/10,21.58,21.58
2000/07/11,21.22,21.22
2000/07/12,20.95,20.95
2000/07/13,20.45,20.45
2000/07/14,19.78,19.78
2000/07/17,19.61,19.61
2000/07/18,19.41,19.41
2000/07/19,20.46,20.46
2000/07/20,20.09,20.09
2000/07/21,20.35,20.35
2000/07/24,20.84,20.84
2000/07/25,20.57,20.57
2000/07/26,20.64,20.64
2000/07/27,21.25,21.25
2000/07/28,22.55,22.55
2000/07/31,22.25,22.25
2000/08/01,22.46,22.46
2000/08/02,22.28,22.28
2000/08/03,23.2,23.2
2000/08/04,22.41,22.41
2000/08/07,22.25,22.25
2000/08/08,21.96,21.96
2000/08/09,21.79,21.79
2000/08/10,21.29,21.29
2000/08/11,21.18,21.18
2000/08/14,20.67,20.67
2000/08/15,20.7,20.7
2000/08/16,20.29,20.29
2000/08/17,20.22,20.22
2000/08/18,19.91,19.91
2000/08/21,19.98,19.98
2000/08/22,19.91,19.91
2000/08/23,19.61,19.61
2000/08/24,19.82,19.82
2000/08/25,19.25,19.25
2000/08/28,19.73,19.73
2000/08/29,19.84,19.84
2000/08/30,20.14,20.14
2000/08/31,19.62,19.62
2000/09/01,19.14,19.14
2000/09/05,20.52,20.52
2000/09/06,20.66,20.66
2000/09/07,19.91,19.91
2000/09/08,20.45,20.45
2000/09/11,20.17,20.17
2000/09/12,20.07,20.07
2000/09/13,20.59,20.59
2000/09/14,20.39,20.39
2000/09/15,19.87,19.87
2000/09/18,21.15,21.15
2000/09/19,21.44,21.44
2000/09/20,22.02,22.02
2000/09/21,24.85,24.85
2000/09/22,24.42,24.42
2000/09/25,23.13,23.13
2000/09/26,22.69,22.69
2000/09/27,22.39,22.39
2000/09/28,21.94,21.94
2000/09/29,23.35,23.35
2000/10/02,23.51,23.51
2000/10/03,23.2,23.2
2000/10/04,23.57,23.57
2000/10/05,23.17,23.17
2000/10/06,23.23,23.23
2000/10/09,25.28,25.28
2000/10/10,25.69,25.69
2000/10/11,27.7,27.7
2000/10/12,27.64,27.64
2000/10/13,28.65,28.65
2000/10/16,27.45,27.45
2000/10/17,26.99,26.99
2000/10/18,29.85,29.85
2000/10/19,27.54,27.54
2000/10/20,26.4,26.4
2000/10/23,26.5,26.5
2000/10/24,25.65,25.65
2000/10/25,26.76,26.76
2000/10/26,27.4,27.4
2000/10/27,26.32,26.32
2000/10/30,26.49,26.49
2000/10/31,25.3,25.3
2000/11/01,24.88,24.88
2000/11/02,24.5,24.5
2000/11/03,23.54,23.54
2000/11/06,24.15,24.15
2000/11/07,24.33,24.33
2000/11/08,24.24,24.24
2000/11/09,24.25,24.25
2000/11/10,25.52,25.52
2000/11/13,28.05,28.05
2000/11/14,25.58,25.58
2000/11/15,25.1,25.1
2000/11/16,24.96,24.96
2000/11/17,24.88,24.88
2000/11/20,26.39,26.39
2000/11/21,25.5,25.5
2000/11/22,26.94,26.94
2000/11/24,25.38,25.38
2000/11/27,25.97,25.97
2000/11/28,26.26,26.26
2000/11/29,26.2,26.2
2000/11/30,28.38,28.38
2000/12/01,27.27,27.27
2000/12/04,28.17,28.17
2000/12/05,26.17,26.17
2000/12/06,25.67,25.67
2000/12/07,25.85,25.85
2000/12/08,25.41,25.41
2000/12/11,24.71,24.71
2000/12/12,24.22,24.22
2000/12/13,23.84,23.84
2000/12/14,24.96,24.96
2000/12/15,25.6,25.6
2000/12/18,24.45,24.45
2000/12/19,24.39,24.39
2000/12/20,27.22,27.22
2000/12/21,27.98,27.98
2000/12/22,27.46,27.46
2000/12/26,27.46,27.46
2000/12/27,27.03,27.03
2000/12/28,26.73,26.73
2000/12/29,26.23,26.23
2001/01/02,27.73,27.73
2001/01/03,28.62,28.62
2001/01/04,26.92,26.92
2001/01/05,26.59,26.59
2001/01/08,27.27,27.27
2001/01/09,27.1,27.1
2001/01/10,26.47,26.47
2001/01/11,24.84,24.84
2001/01/12,23.65,23.65
2001/01/16,24.13,24.13
2001/01/17,23.44,23.44
2001/01/18,23.3,23.3
2001/01/19,22.79,22.79
2001/01/22,23.32,23.32
2001/01/23,23.1,23.1
2001/01/24,22.46,22.46
2001/01/25,22.01,22.01
2001/01/26,21.92,21.92
2001/01/29,22.06,22.06
2001/01/30,22.52,22.52
2001/01/31,22.25,22.25
2001/02/01,21.75,21.75
2001/02/02,21.17,21.17
2001/02/05,21.53,21.53
2001/02/06,20.51,20.51
2001/02/07,20.78,20.78
2001/02/08,20.16,20.16
2001/02/09,20.39,20.39
2001/02/12,19.7,19.7
2001/02/13,19.89,19.89
2001/02/14,21.03,21.03
2001/02/15,19.67,19.67
2001/02/16,21.01,21.01
2001/02/20,21.45,21.45
2001/02/21,22.65,22.65
2001/02/22,23.96,23.96
2001/02/23,23.81,23.81
2001/02/26,23.74,23.74
2001/02/27,22.91,22.91
2001/02/28,23.31,23.31
2001/03/01,23.38,23.38
2001/03/02,22.8,22.8
2001/03/05,22.21,22.21
2001/03/06,20.88,20.88
2001/03/07,20.79,20.79
2001/03/08,20.57,20.57
2001/03/09,21.14,21.14
2001/03/12,23.47,23.47
2001/03/13,24.2,24.2
2001/03/14,27.19,27.19
2001/03/15,27.21,27.21
2001/03/16,27.71,27.71
2001/03/19,28.25,28.25
2001/03/20,27.72,27.72
2001/03/21,28.35,28.35
2001/03/22,30.56,30.56
2001/03/23,31.44,31.44
2001/03/26,28.79,28.79
2001/03/27,27.08,27.08
2001/03/28,29.65,29.65
2001/03/29,30.18,30.18
2001/03/30,29.84,29.84
2001/04/02,29.55,29.55
2001/04/03,33.08,33.08
2001/04/04,32.6,32.6
2001/04/05,30.52,30.52
2001/04/06,29.74,29.74
2001/04/09,28.7,28.7
2001/04/10,26.52,26.52
2001/04/11,25.35,25.35
2001/04/12,25.16,25.16
2001/04/16,25.16,25.16
2001/04/17,27.79,27.79
2001/04/18,25.18,25.18
2001/04/19,26.19,26.19
2001/04/20,26.52,26.52
2001/04/23,26.99,26.99
2001/04/24,25.71,25.71
2001/04/25,24.96,24.96
2001/04/26,22.97,22.97
2001/04/27,20.98,20.98
2001/04/30,21.21,21.21
2001/05/01,21.21,21.21
2001/05/02,21.7,21.7
2001/05/03,22.92,22.92
2001/05/04,22.9,22.9
2001/05/07,22.52,22.52
2001/05/08,22.41,22.41
2001/05/09,22.67,22.67
2001/05/10,21.2,21.2
2001/05/11,21,21
2001/05/14,22.29,22.29
2001/05/15,21.68,21.68
2001/05/16,21.83,21.83
2001/05/17,21.13,21.13
2001/05/18,20.68,20.68
2001/05/21,20.62,20.62
2001/05/22,20,20
2001/05/23,20.07,20.07
2001/05/24,19.59,19.59
2001/05/25,19.52,19.52
2001/05/29,20.47,20.47
2001/05/30,21.54,21.54
2001/05/31,21.33,21.33
2001/06/01,20.98,20.98
2001/06/04,20.67,20.67
2001/06/05,19.86,19.86
2001/06/06,19.96,19.96
2001/06/07,19.97,19.97
2001/06/08,19.01,19.01
2001/06/11,19.6,19.6
2001/06/12,21.95,21.95
2001/06/13,21.31,21.31
2001/06/14,23.62,23.62
2001/06/15,24.27,24.27
2001/06/18,24.43,24.43
2001/06/19,22.89,22.89
2001/06/20,23.08,23.08
2001/06/21,22.25,22.25
2001/06/22,20.94,20.94
2001/06/25,21.41,21.41
2001/06/26,23.53,23.53
2001/06/27,23.19,23.19
2001/06/28,21.75,21.75
2001/06/29,20.34,20.34
2001/07/02,19.63,19.63
2001/07/03,20.43,20.43
2001/07/05,20.98,20.98
2001/07/06,24.72,24.72
2001/07/09,25.35,25.35
2001/07/10,25,25
2001/07/11,27.77,27.77
2001/07/12,25.03,25.03
2001/07/13,24.46,24.46
2001/07/16,25.56,25.56
2001/07/17,26.16,26.16
2001/07/18,28.4,28.4
2001/07/19,26.07,26.07
2001/07/20,26.1,26.1
2001/07/23,25.72,25.72
2001/07/24,26.39,26.39
2001/07/25,28.1,28.1
2001/07/26,26.91,26.91
2001/07/27,24.92,24.92
2001/07/30,23.57,23.57
2001/07/31,22.31,22.31
2001/08/01,21.72,21.72
2001/08/02,22.06,22.06
2001/08/03,22.86,22.86
2001/08/06,22.9,22.9
2001/08/07,22.79,22.79
2001/08/08,23.46,23.46
2001/08/09,25.99,25.99
2001/08/10,25.79,25.79
2001/08/13,25.24,25.24
2001/08/14,24.09,24.09
2001/08/15,24.24,24.24
2001/08/16,25.95,25.95
2001/08/17,28.96,28.96
2001/08/20,28.68,28.68
2001/08/21,26.77,26.77
2001/08/22,26.94,26.94
2001/08/23,25.27,25.27
2001/08/24,24.12,24.12
2001/08/27,24.92,24.92
2001/08/28,26.26,26.26
2001/08/29,26.25,26.25
2001/08/30,27.7,27.7
2001/08/31,27.49,27.49
2001/09/04,28.6,28.6
2001/09/05,29.94,29.94
2001/09/06,31.64,31.64
2001/09/07,33.08,33.08
2001/09/10,34.99,34.99
2001/09/17,45.63,45.63
2001/09/18,46.86,46.86
2001/09/19,46.67,46.67
2001/09/20,52.45,52.45
2001/09/21,57.54,57.54
2001/09/24,50.28,50.28
2001/09/25,48.73,48.73
2001/09/26,47.05,47.05
2001/09/27,45.19,45.19
2001/09/28,40.89,40.89
2001/10/01,43.22,43.22
2001/10/02,42.83,42.83
2001/10/03,41.63,41.63
2001/10/04,38.91,38.91
2001/10/05,41.45,41.45
2001/10/08,43.26,43.26
2001/10/09,42.19,42.19
2001/10/10,39.18,39.18
2001/10/11,38.58,38.58
2001/10/12,38.31,38.31
2001/10/15,43.87,43.87
2001/10/16,42.32,42.32
2001/10/17,40.99,40.99
2001/10/18,44.66,44.66
2001/10/19,46.39,46.39
2001/10/22,42.61,42.61
2001/10/23,39.38,39.38
2001/10/24,39.25,39.25
2001/10/25,40.73,40.73
2001/10/26,38.07,38.07
2001/10/29,39.6,39.6
2001/10/30,42.76,42.76
2001/10/31,40.75,40.75
2001/11/01,39.77,39.77
2001/11/02,38.45,38.45
2001/11/05,37.18,37.18
2001/11/06,37.66,37.66
2001/11/07,36.89,36.89
2001/11/08,34.34,34.34
2001/11/09,33.61,33.61
2001/11/12,39.45,39.45
2001/11/13,34.42,34.42
2001/11/14,35.23,35.23
2001/11/15,36.88,36.88
2001/11/16,33.09,33.09
2001/11/19,31.84,31.84
2001/11/20,31.82,31.82
2001/11/21,30.73,30.73
2001/11/23,27.55,27.55
2001/11/26,27.7,27.7
2001/11/27,29.18,29.18
2001/11/28,30.09,30.09
2001/11/29,30.17,30.17
2001/11/30,28.77,28.77
2001/12/03,30.11,30.11
2001/12/04,28.17,28.17
2001/12/05,26.82,26.82
2001/12/06,27.6,27.6
2001/12/07,27.58,27.58
2001/12/10,28.64,28.64
2001/12/11,28.57,28.57
2001/12/12,28.93,28.93
2001/12/13,29.79,29.79
2001/12/14,30.03,30.03
2001/12/17,27.78,27.78
2001/12/18,28.49,28.49
2001/12/19,28.38,28.38
2001/12/20,29,29
2001/12/21,28.55,28.55
2001/12/24,28.55,28.55
2001/12/26,28.55,28.55
2001/12/27,27.55,27.55
2001/12/28,26.71,26.71
2001/12/31,26.71,26.71
2002/01/02,29.32,29.32
2002/01/03,27.36,27.36
2002/01/04,26.61,26.61
2002/01/07,27.42,27.42
2002/01/08,27.04,27.04
2002/01/09,27.02,27.02
2002/01/10,28.28,28.28
2002/01/11,27.18,27.18
2002/01/14,29.03,29.03
2002/01/15,28.39,28.39
2002/01/16,29.25,29.25
2002/01/17,28.65,28.65
2002/01/18,28.08,28.08
2002/01/22,27.62,27.62
2002/01/23,26.73,26.73
2002/01/24,24.74,24.74
2002/01/25,24.07,24.07
2002/01/28,24.41,24.41
2002/01/29,25.07,25.07
2002/01/30,26.56,26.56
2002/01/31,25.38,25.38
2002/02/01,24.7,24.7
2002/02/04,25.53,25.53
2002/02/05,28.36,28.36
2002/02/06,29.86,29.86
2002/02/07,28.97,28.97
2002/02/08,27.67,27.67
2002/02/11,27.5,27.5
2002/02/12,27.25,27.25
2002/02/13,27.12,27.12
2002/02/14,25.78,25.78
2002/02/15,26.2,26.2
2002/02/19,28.11,28.11
2002/02/20,28.93,28.93
2002/02/21,27.6,27.6
2002/02/22,28.82,28.82
2002/02/25,27.39,27.39
2002/02/26,26.76,26.76
2002/02/27,26.1,26.1
2002/02/28,25.23,25.23
2002/03/01,24.66,24.66
2002/03/04,24.94,24.94
2002/03/05,25,25
2002/03/06,24.47,24.47
2002/03/07,25.05,25.05
2002/03/08,24.24,24.24
2002/03/11,24.74,24.74
2002/03/12,24.95,24.95
2002/03/13,25.24,25.24
2002/03/14,23.97,23.97
2002/03/15,22.1,22.1
2002/03/18,22.05,22.05
2002/03/19,21.49,21.49
2002/03/20,21.97,21.97
2002/03/21,21.5,21.5
2002/03/22,20.29,20.29
2002/03/25,20.53,20.53
2002/03/26,20.12,20.12
2002/03/27,19.62,19.62
2002/03/28,19.52,19.52
2002/04/01,19.52,19.52
2002/04/02,21.25,21.25
2002/04/03,21.06,21.06
2002/04/04,21.83,21.83
2002/04/05,21.76,21.76
2002/04/08,24.05,24.05
2002/04/09,23.16,23.16
2002/04/10,22.38,22.38
2002/04/11,23.12,23.12
2002/04/12,22.71,22.71
2002/04/15,22.28,22.28
2002/04/16,21.53,21.53
2002/04/17,22.51,22.51
2002/04/18,23.34,23.34
2002/04/19,22.17,22.17
2002/04/22,23.08,23.08
2002/04/23,23.09,23.09
2002/04/24,23.15,23.15
2002/04/25,24.75,24.75
2002/04/26,24.72,24.72
2002/04/29,25.29,25.29
2002/04/30,24.85,24.85
2002/05/01,24.85,24.85
2002/05/02,25,25
2002/05/03,25.45,25.45
2002/05/06,25.65,25.65
2002/05/07,26.01,26.01
2002/05/08,24.58,24.58
2002/05/09,24.83,24.83
2002/05/10,25.84,25.84
2002/05/13,25.06,25.06
2002/05/14,24.98,24.98
2002/05/15,24.69,24.69
2002/05/16,24.7,24.7
2002/05/17,24.24,24.24
2002/05/20,25.27,25.27
2002/05/21,25.45,25.45
2002/05/22,26.69,26.69
2002/05/23,26.32,26.32
2002/05/24,25.22,25.22
2002/05/28,25.23,25.23
2002/05/29,25.15,25.15
2002/05/30,27.11,27.11
2002/05/31,25.8,25.8
2002/06/03,26.78,26.78
2002/06/04,29.38,29.38
2002/06/05,28.44,28.44
2002/06/06,27.68,27.68
2002/06/07,28.91,28.91
2002/06/10,28.68,28.68
2002/06/11,28.04,28.04
2002/06/12,29.87,29.87
2002/06/13,31.02,31.02
2002/06/14,34.73,34.73
2002/06/17,31.03,31.03
2002/06/18,32.09,32.09
2002/06/19,35.36,35.36
2002/06/20,36.8,36.8
2002/06/21,37.92,37.92
2002/06/24,38.68,38.68
2002/06/25,36.55,36.55
2002/06/26,41.25,41.25
2002/06/27,38.42,38.42
2002/06/28,36.11,36.11
2002/07/01,36.66,36.66
2002/07/02,40.48,40.48
2002/07/03,43.72,43.72
2002/07/05,36.76,36.76
2002/07/08,38.64,38.64
2002/07/09,39.4,39.4
2002/07/10,41.93,41.93
2002/07/11,46.56,46.56
2002/07/12,46.88,46.88
2002/07/15,52.77,52.77
2002/07/16,53.62,53.62
2002/07/17,51.64,51.64
2002/07/18,48.76,48.76
2002/07/19,52.06,52.06
2002/07/22,56.46,56.46
2002/07/23,58.96,58.96
2002/07/24,62.73,62.73
2002/07/25,59.25,59.25
2002/07/26,56.41,56.41
2002/07/29,46.99,46.99
2002/07/30,46.37,46.37
2002/07/31,48.71,48.71
2002/08/01,50.97,50.97
2002/08/02,52.88,52.88
2002/08/05,55.65,55.65
2002/08/06,54.03,54.03
2002/08/07,56.1,56.1
2002/08/08,51.14,51.14
2002/08/09,50.02,50.02
2002/08/12,51.98,51.98
2002/08/13,51.51,51.51
2002/08/14,51.56,51.56
2002/08/15,48.24,48.24
2002/08/16,43.81,43.81
2002/08/19,38.2,38.2
2002/08/20,39.93,39.93
2002/08/21,38.46,38.46
2002/08/22,39.15,39.15
2002/08/23,39.2,39.2
2002/08/26,39.47,39.47
2002/08/27,38.53,38.53
2002/08/28,43.59,43.59
2002/08/29,47.25,47.25
2002/08/30,46.82,46.82
2002/09/03,58.06,58.06
2002/09/04,57.42,57.42
2002/09/05,55.87,55.87
2002/09/06,48.93,48.93
2002/09/09,50.85,50.85
2002/09/10,49.38,49.38
2002/09/11,45.76,45.76
2002/09/12,49.74,49.74
2002/09/13,50.23,50.23
2002/09/16,50.94,50.94
2002/09/17,51.56,51.56
2002/09/18,56.69,56.69
2002/09/19,57.49,57.49
2002/09/20,55.51,55.51
2002/09/23,59.8,59.8
