"Date","Standardized_score","Policy","Growth","Prices","Global","Other","Finance"
"2018/05/02",0.542055870829226,0.0267681911520605,0.334602389400756,0.0602284300921362,0,0,0
"2018/06/13",1.45395055239196,-0.0100968788360553,0.918815974081029,0.181743819048995,0,0,0
"2018/08/01",1.71869416961985,-0.0136404299176178,1.24127912250322,0,0,0,0
"2018/09/26",1.89518991443844,0,1.35370708174174,0.270741416348349,0,0,0
"2018/11/08",1.65986225468032,0,1.38321854556693,0,0,0,0
"2018/12/19",1.54219842480126,0,1.10157030342947,0.220314060685894,0,0,0
"2019/01/30",0.924463317936178,0,0.385193049140074,0.15407721965603,0.15407721965603,0,0.15407721965603
"2019/03/20",0.24789629613157,0,0.114413675137648,0.0381378917125492,0.0381378917125492,0,0.0381378917125492
"2019/05/01",0.424392040950163,0.0303137172107259,0.181882303264356,0.0606274344214519,0.0606274344214519,0,0.0909411516321778
"2019/06/19",0.865631402996647,0.0618308144997605,0.417357997873383,0.139119332624461,0.123661628999521,0,0.123661628999521
"2019/07/31",0.218480338661804,0.014565355910787,0.101957491375509,0.0436960677323609,0.014565355910787,0,0.014565355910787
"2019/09/18",0.424392040950163,0.0795735076781556,0.212196020475082,0.0795735076781556,0,0,0.0265245025593852
"2019/10/11",0.0714005513129764,0,0,0,0.0238001837709921,0.0238001837709921,0.0238001837709921
"2019/10/30",0.394976083480398,0.0493720104350497,0.172802036522674,0.0740580156525746,0.0246860052175249,0.0246860052175249,0.0246860052175249
"2019/12/11",0.689135658178053,0.0492239755841467,0.344567829089027,0.0984479511682933,0.0492239755841467,0.0492239755841467,0.0984479511682933
"2020/01/29",0.394976083480398,0.0263317388986932,0.131658694493466,0.0526634777973864,0.0789952166960795,0.0263317388986932,0.0526634777973864
"2020/03/03",0.218480338661804,0,0.000910334744424185,-0.000910334744424185,0.0728267795539348,0.0364133897769674,0.0364133897769674
"2020/03/15",0.365560126010632,0,0.144300049741039,0.0384800132642771,0.0673400232124849,0.0192400066321385,0.0962000331606927
"2020/03/23",0.689135658178053,0,0,0,0.25842587181677,0,0.344567829089027
"2020/04/29",-0.516918598082335,0,-0.118460512060535,-0.0753839622203405,-0.129229649520584,0,-0.0646148247602919
"2020/06/10",-0.369838810733507,0,-0.0958841361160945,-0.0273954674617413,-0.0616398017889179,0,-0.10273300298153
"2020/07/29",-0.458086683142804,0,-0.152695561047601,-0.0763477805238006,-0.0916173366285608,0,-0.0916173366285608
"2020/09/16",-0.28159093832421,-0.021293708504308,-0.0364685352545044,-0.0288811218794062,-0.0649825242286639,0,-0.0433216828191093
"2020/11/05",-0.311006895793976,-0.0239236073687674,-0.0398726789479456,-0.0318981431583565,-0.0956944294750695,0,-0.0478472147375348
"2020/12/16",-0.311006895793976,-0.0222147782709983,-0.0425783250194134,-0.029619704361331,-0.0499832511097461,0,-0.0999665022194923
"2021/01/27",-0.458086683142804,-0.0327204773673431,-0.0954347256547508,-0.0436273031564575,-0.073621074076522,0,-0.147242148153044
"2021/03/17",-0.0462632785660858,-0.00330451989757756,-0.00605828647889219,-0.00495677984636634,-0.00771054642768097,-0.00330451989757756,-0.0143195862228361
"2021/04/28",0.865631402996647,0.0577087601997765,0.134653773799478,0.0865631402996647,0.134653773799478,0.0865631402996647,0.250071294199031
"2021/06/16",0.51263991335946,0.0284799951866367,0.0806933196954705,0.042719992779955,0.0379733269155155,0.08543998555991,0.151893307662062
"2021/07/28",0.51263991335946,0.0320399945849662,0.0720899878161741,0.0560699905236909,0.0640799891699325,0.0800999864624156,0.144179975632348
"2021/09/22",0.365560126010632,0.0228475078756645,0.0647346056477161,0.0342712618134968,0.045695015751329,0.0495029337306064,0.10281378544049
"2021/11/03",0.51263991335946,0.0445773837703878,0.074295639617313,0.054864472332785,0.0445773837703878,0.0268607312462593,0.178309535081551
"2021/12/15",0.600887785768757,0,0.150221946442189,0.0654813612696722,0.0333826547649309,0.051357930407586,0.233678583354516
"2022/01/26",0.77738353058735,0.0485864706617094,0.178150392426268,0.0629132504722134,0.0485864706617094,0.0504551810717751,0.340105294631966
"2022/03/16",1.2480388501036,0.208006475017267,0.3120097125259,0.3120097125259,0.208006475017267,-0.104003237508633,0.208006475017267
"2022/05/04",0.77738353058735,0.0555273950419536,0.222109580167814,0.166582185125861,0.166582185125861,-0.0555273950419536,0.166582185125861
"2022/06/15",0.718551615647819,0.0552732012036784,0.110546402407357,0.221092804814714,0.165819603611035,-0.0552732012036784,0.165819603611035
"2022/07/27",0.24789629613157,0.0154935185082231,0.0464805555246693,0.0317617129418574,0.0542273147787809,-0.000774675925411156,0.0852143517952271
"2022/09/21",0.365560126010632,0.0281200096931256,0.0843600290793766,0.0576460198709074,0.0843600290793766,-0.00140600048465628,0.0843600290793766
"2022/11/02",0.542055870829226,0.118574721743893,0.10163547578048,0.0525116624865812,0.118574721743893,-0.00169392459634133,0.118574721743893
"2022/12/14",0.542055870829226,0.118574721743893,0.10163547578048,0.0525116624865812,0.118574721743893,-0.00169392459634133,0.118574721743893
"2023/02/01",0.394976083480398,0.0617150130438121,0.0740580156525746,0.0123430026087624,0.0987440208700994,0.0246860052175249,0.0987440208700994
"2023/03/22",0.77738353058735,0.15547670611747,0.15547670611747,0.0518255687058233,0.15547670611747,0,0.259127843529117
"2023/05/03",0.659719700708288,0.141368507294633,0.0942456715297554,0,0.141368507294633,0,0.235614178824389
"2023/06/14",0.453807998419929,0.104724922712291,0.0698166151415275,0,0.104724922712291,0,0.139633230283055
"2023/07/26",0.659719700708288,0.141368507294633,0.0942456715297554,0,0.141368507294633,0,0.235614178824389
"2023/09/20",0.806799488057116,0.134466581342853,0.201699872014279,0,0.201699872014279,0,0.268933162685705
"2023/11/01",0.953879275405944,0.158979879234324,0.238469818851486,0,0.238469818851486,0,0.317959758468648
"2023/12/13",0.542055870829226,0.0833932108968039,0.0833932108968039,0,0.125089816345206,0,0.166786421793608
"2024/01/31",0.277312253601335,0,0.0990400905719055,0.0198080181143811,0.0594240543431433,0.0198080181143811,0.0594240543431433
"2024/03/20",0.159648423722273,0,0.0456138353492209,0.0114034588373052,0.0342103765119157,0.0114034588373052,0.0342103765119157
"2024/05/01",0.0714005513129764,0,0.0119000918854961,0.00793339459033071,0.0119000918854961,0.00396669729516536,0.0277668810661575
"2024/06/12",-0.0168473210963203,0,-0.00336946421926405,-0.00112315473975468,-0.00224630947950937,-0.00224630947950937,-0.00449261895901874
"2024/07/31",0.424392040950163,0,0.113171210920044,0.0565856054600218,0.0565856054600218,0.0565856054600218,0.113171210920044
"2024/09/18",0.689135658178053,0.0405373916575326,0.202686958287663,0.0405373916575326,0.0810747833150651,0.121612174972598,0.202686958287663
"2024/11/07",0.306728211071101,0.0204485474047401,0.1022427370237,0.0204485474047401,0.0408970948094801,0,0.1022427370237
