"Date","Standardized_score","None","Policy","Growth","Global","Prices","Other","Finance"
"2023-09-20",0.333345785401835,0.066669157080367,0.0296307364801631,0.0703729991403874,0.0555576309003058,0.0259268944201427,0.0111115261800612,0.0740768412004078
"2023-11-01",0.4717157340592,0.09434314681184,0.0419302874719289,0.115308290547804,0.0786192890098667,0.0366890015379378,0,0.104825718679822
"2023-12-13",0.264160811073152,0.049530152076216,0.0220134009227627,0.0605368525375974,0.04127512673018,0.0357717764994894,0,0.0550335023069067
"2024-01-31",0.229568323908811,0.0286960404886013,0.00717401012215034,0.0322830455496765,0.0394570556718268,0.0502180708550524,0.0286960404886013,0.043044060732902
"2024-03-20",0.177679593162299,0.0222099491452873,0.00555248728632184,0.0249861927884483,0.0305386800747701,0.0388674110042529,0.0222099491452873,0.033314923717931
"2024-05-01",0.00471715734059201,0.000471715734059201,0,0.000471715734059201,0.000786192890098669,0.000943431468118403,0.000471715734059201,0.00157238578019734
"2024-06-12",0.0220134009227627,0.0025898118732662,0.0012949059366331,0.0025898118732662,0.00291353835742447,0.00517962374653239,0.00323726484158275,0.00420844429405757
"2024-07-31",0.229568323908811,0.0270080381069189,0.0135040190534595,0.0270080381069189,0.0303840428702838,0.0472640666871081,0.0405120571603784,0.0438880619237432
"2024-09-18",0.21227208032664,0.031840812048996,0.015920406024498,0.047761218073494,0.034494213053079,0.02653401004083,0.015920406024498,0.039801015061245
"2024-11-07",0.125790862415787,0.0209651437359645,0.00698838124532149,0.0262064296699556,0.0244593343586252,0.0174709531133037,0.00349419062266074,0.0262064296699556
